exposure_id,exposure_pop,outcome_id,outcome_pop,exposure.n
ebi-a-GCST90018733,Biobank Japan,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),93063
ukb-e-30150_AFR,AFR (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),6262
ebi-a-GCST008035,Majority Hispanic mega-analysis (Wojcik),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),33063
ebi-a-GCST90018736,Biobank Japan,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),74970
ebi-a-GCST90018956,UKBB + BBJ meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),390103
ebi-a-GCST90101746,Sub-Saharan African meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),24616
GCST90278635,Taiwan Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),92615
ieu-b-109,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),403943
bbj-a-70,Biobank Japan,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),159095
ebi-a-GCST008053,Majority Hispanic mega-analysis (Wojcik),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),49796
ebi-a-GCST90018959,UKBB + BBJ meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),525444
finngen_R10_HEIGHT_IRN,FinnGen (Release 10),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),292707
GCST90013466,African meta-analysis (Nigeria + US),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),41389
GCST90278637,Taiwan Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),92615
ukb-b-10787,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),461950
ebi-a-GCST008034,Majority Hispanic mega-analysis (Wojcik),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),11178
ebi-a-GCST90018738,Biobank Japan,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),71221
ebi-a-GCST90018958,UKBB + BBJ meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),415403
GCST90278632,Taiwan Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),92615
GCST90278633,Taiwan Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),92615
ukb-b-15590,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),462117
ukb-e-49_CSA,SAS (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),8782
bbj-a-31,Biobank Japan,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),72866
ebi-a-GCST008037,Majority Hispanic mega-analysis (Wojcik),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),32221
ebi-a-GCST90018961,UKBB + BBJ meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),416487
ebi-a-GCST90101745,Sub-Saharan African meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),24515
ieu-b-110,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),440546
bbj-a-36,Biobank Japan,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),62076
ebi-a-GCST90002318,Hispanic meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),7541
ebi-a-GCST90002319,SAS (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),8163
ebi-a-GCST90018962,UKBB + BBJ meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),445573
ukb-d-30120_irnt,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),349856
ukb-e-30120_AFR,AFR (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),6262
ebi-a-GCST90002325,SAS (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),8181
ebi-a-GCST90002390,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),408112
ebi-a-GCST90018744,Biobank Japan,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),128028
ebi-a-GCST008038,Majority Hispanic mega-analysis (Wojcik),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),19803
ebi-a-GCST90002331,SAS (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),8185
ebi-a-GCST90002391,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),408112
ebi-a-GCST90018745,Biobank Japan,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),135482
bbj-a-41,Biobank Japan,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),62076
ebi-a-GCST90002342,Hispanic meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),7543
ebi-a-GCST90002343,SAS (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),7043
ebi-a-GCST90018967,UKBB + BBJ meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),444975
ukb-d-30130_irnt,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),349856
ukb-e-30130_AFR,AFR (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),6262
bbj-a-44,Biobank Japan,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),62076
ebi-a-GCST90002353,Hispanic meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),7542
ebi-a-GCST90002354,SAS (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),8165
ebi-a-GCST90018968,UKBB + BBJ meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),432666
ukb-d-30140_irnt,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),349856
ukb-e-30140_AFR,AFR (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),6262
bbj-a-49,Biobank Japan,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),108208
ebi-a-GCST008039,Majority Hispanic mega-analysis (Wojcik),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),29328
ebi-a-GCST90002360,SAS (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),8188
ebi-a-GCST90018969,UKBB + BBJ meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),499097
ukb-d-30080_irnt,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),350474
ukb-e-30080_AFR,AFR (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),6281
bbj-a-50,Biobank Japan,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),108794
ebi-a-GCST90002365,Hispanic meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),9302
ebi-a-GCST90002366,SAS (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),8189
ebi-a-GCST90018971,UKBB + BBJ meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),503987
ukb-d-30010_irnt,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),350475
ukb-e-30010_AFR,AFR (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),6281
bbj-a-52,Biobank Japan,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),136597
GCST90278642,Taiwan Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),92615
ukb-b-20175,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),436419
ukb-e-4080_AFR,AFR (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),6551
ukb-e-4080_CSA,SAS (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),8641
ebi-a-GCST008046,Majority Hispanic mega-analysis (Wojcik),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),33096
ebi-a-GCST90018755,Biobank Japan,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),111667
ebi-a-GCST90018975,UKBB + BBJ meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),455659
ebi-a-GCST90101748,Sub-Saharan African meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),24600
ieu-b-111,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),441016
bbj-a-57,Biobank Japan,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),109029
ebi-a-GCST90014015,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),389404
GCST90278646,Taiwan Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),92615
ieu-a-1055,Global Urate Genetics Consortium (GUGC) (EUR),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),110347
ukb-e-30880_AFR,AFR (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),6206
ukb-e-30880_CSA,SAS (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),8411
ebi-a-GCST90013998,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),389608
ebi-a-GCST90018728,Biobank Japan,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),148767
ebi-a-GCST90018948,UKBB + BBJ meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),492819
GCST90278623,Taiwan Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),92615
ukb-e-30670_AFR,AFR (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),6213
ukb-e-30670_CSA,SAS (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),8422
ebi-a-GCST90000618,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),496946
ukb-e-30890_AFR,AFR (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),6046
ukb-e-30890_CSA,SAS (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),7380
ebi-a-GCST90103753,Taiwan Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),21949
GCST90278648,Taiwan Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),92615
ukb-b-9405,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),462166
ebi-a-GCST008052,Majority Hispanic mega-analysis (Wojcik),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),33904
GCST90278649,Taiwan Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),92615
ieu-a-79,GIANT (EUR),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),210082
bbj-a-58,Biobank Japan,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),107964
ebi-a-GCST008049,Majority Hispanic mega-analysis (Wojcik),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),28608
ebi-a-GCST90002377,SAS (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),8188
ebi-a-GCST90002407,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),408112
ebi-a-GCST90018978,UKBB + BBJ meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),504825
ukb-e-30000_AFR,AFR (Pan-UK Biobank),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),6281
ebi-a-GCST90018729,Biobank Japan,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),165419
ebi-a-GCST90018949,UKBB + BBJ meta-analysis,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),525535
finngen_R10_WEIGHT_IRN,FinnGen (Release 10),GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),297440
GCST90278650,Taiwan Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),92615
GCST90296613,Mexican Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),5681
ukb-b-11842,UK Biobank,GCST90399700,Global Biobank Meta-Analysis Initiative (EAS),461632
bbj-a-12,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),62076
ebi-a-GCST90002294,Hispanic meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),2969
ebi-a-GCST90002295,SAS (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),8149
ebi-a-GCST90002379,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),408112
ebi-a-GCST90018946,UKBB + BBJ meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),441764
ukb-e-30160_AFR,AFR (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),6262
bbj-a-1,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),158284
ebi-a-GCST008025,Majority Hispanic mega-analysis (Wojcik),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),49335
finngen_R10_BMI_IRN,FinnGen (Release 10),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),290820
ukb-b-19953,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),461460
ukb-b-2303,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),454884
ukb-e-23104_CSA,SAS (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),8658
ebi-a-GCST006979,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),426824
GCST006433,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),394929
GCST90278621,Taiwan Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),92615
ebi-a-GCST008055,Majority Hispanic mega-analysis (Wojcik),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),28520
ebi-a-GCST90018730,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),83025
ebi-a-GCST90018950,UKBB + BBJ meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),436491
GCST009777,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),418642
ebi-a-GCST90002301,SAS (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),8142
ebi-a-GCST90002381,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),408112
ebi-a-GCST90018733,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),93063
ukb-e-30150_AFR,AFR (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),6262
ebi-a-GCST008035,Majority Hispanic mega-analysis (Wojcik),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),33063
ebi-a-GCST90018736,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),74970
ebi-a-GCST90018956,UKBB + BBJ meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),390103
ebi-a-GCST90101746,Sub-Saharan African meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),24616
GCST90278635,Taiwan Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),92615
ieu-b-109,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),403943
bbj-a-70,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),159095
ebi-a-GCST008053,Majority Hispanic mega-analysis (Wojcik),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),49796
ebi-a-GCST90018959,UKBB + BBJ meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),525444
finngen_R10_HEIGHT_IRN,FinnGen (Release 10),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),292707
GCST90013466,African meta-analysis (Nigeria + US),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),41389
GCST90278637,Taiwan Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),92615
ukb-b-10787,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),461950
ebi-a-GCST008034,Majority Hispanic mega-analysis (Wojcik),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),11178
ebi-a-GCST90018738,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),71221
ebi-a-GCST90018958,UKBB + BBJ meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),415403
GCST90278632,Taiwan Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),92615
GCST90278633,Taiwan Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),92615
ukb-b-15590,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),462117
ukb-e-49_CSA,SAS (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),8782
bbj-a-31,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),72866
ebi-a-GCST008037,Majority Hispanic mega-analysis (Wojcik),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),32221
ebi-a-GCST90018961,UKBB + BBJ meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),416487
ebi-a-GCST90101745,Sub-Saharan African meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),24515
ieu-b-110,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),440546
bbj-a-36,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),62076
ebi-a-GCST90002318,Hispanic meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),7541
ebi-a-GCST90002319,SAS (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),8163
ebi-a-GCST90018962,UKBB + BBJ meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),445573
ukb-d-30120_irnt,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),349856
ukb-e-30120_AFR,AFR (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),6262
ebi-a-GCST90002325,SAS (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),8181
ebi-a-GCST90002390,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),408112
ebi-a-GCST90018744,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),128028
ebi-a-GCST008038,Majority Hispanic mega-analysis (Wojcik),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),19803
ebi-a-GCST90002331,SAS (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),8185
ebi-a-GCST90002391,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),408112
ebi-a-GCST90018745,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),135482
bbj-a-41,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),62076
ebi-a-GCST90002342,Hispanic meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),7543
ebi-a-GCST90002343,SAS (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),7043
ebi-a-GCST90018967,UKBB + BBJ meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),444975
ukb-d-30130_irnt,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),349856
ukb-e-30130_AFR,AFR (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),6262
bbj-a-44,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),62076
ebi-a-GCST90002353,Hispanic meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),7542
ebi-a-GCST90002354,SAS (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),8165
ebi-a-GCST90018968,UKBB + BBJ meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),432666
ukb-d-30140_irnt,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),349856
ukb-e-30140_AFR,AFR (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),6262
bbj-a-49,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),108208
ebi-a-GCST008039,Majority Hispanic mega-analysis (Wojcik),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),29328
ebi-a-GCST90002360,SAS (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),8188
ebi-a-GCST90018969,UKBB + BBJ meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),499097
ukb-d-30080_irnt,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),350474
ukb-e-30080_AFR,AFR (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),6281
bbj-a-50,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),108794
ebi-a-GCST90002365,Hispanic meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),9302
ebi-a-GCST90002366,SAS (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),8189
ebi-a-GCST90018971,UKBB + BBJ meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),503987
ukb-d-30010_irnt,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),350475
ukb-e-30010_AFR,AFR (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),6281
bbj-a-52,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),136597
GCST90278642,Taiwan Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),92615
ukb-b-20175,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),436419
ukb-e-4080_AFR,AFR (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),6551
ukb-e-4080_CSA,SAS (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),8641
ebi-a-GCST008046,Majority Hispanic mega-analysis (Wojcik),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),33096
ebi-a-GCST90018755,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),111667
ebi-a-GCST90018975,UKBB + BBJ meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),455659
ebi-a-GCST90101748,Sub-Saharan African meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),24600
ieu-b-111,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),441016
bbj-a-57,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),109029
ebi-a-GCST90014015,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),389404
GCST90278646,Taiwan Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),92615
ieu-a-1055,Global Urate Genetics Consortium (GUGC) (EUR),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),110347
ukb-e-30880_AFR,AFR (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),6206
ukb-e-30880_CSA,SAS (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),8411
ebi-a-GCST90013998,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),389608
ebi-a-GCST90018728,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),148767
ebi-a-GCST90018948,UKBB + BBJ meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),492819
GCST90278623,Taiwan Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),92615
ukb-e-30670_AFR,AFR (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),6213
ukb-e-30670_CSA,SAS (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),8422
ebi-a-GCST90000618,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),496946
ukb-e-30890_AFR,AFR (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),6046
ukb-e-30890_CSA,SAS (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),7380
ebi-a-GCST90103753,Taiwan Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),21949
GCST90278648,Taiwan Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),92615
ukb-b-9405,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),462166
ebi-a-GCST008052,Majority Hispanic mega-analysis (Wojcik),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),33904
GCST90278649,Taiwan Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),92615
ieu-a-79,GIANT (EUR),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),210082
bbj-a-58,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),107964
ebi-a-GCST008049,Majority Hispanic mega-analysis (Wojcik),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),28608
ebi-a-GCST90002377,SAS (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),8188
ebi-a-GCST90002407,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),408112
ebi-a-GCST90018978,UKBB + BBJ meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),504825
ukb-e-30000_AFR,AFR (Pan-UK Biobank),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),6281
ebi-a-GCST90018729,Biobank Japan,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),165419
ebi-a-GCST90018949,UKBB + BBJ meta-analysis,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),525535
finngen_R10_WEIGHT_IRN,FinnGen (Release 10),GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),297440
GCST90278650,Taiwan Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),92615
GCST90296613,Mexican Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),5681
ukb-b-11842,UK Biobank,GCST90399701,Global Biobank Meta-Analysis Initiative (EUR),461632
bbj-a-12,Biobank Japan,ukb-b-13251,UK Biobank,62076
ebi-a-GCST90002294,Hispanic meta-analysis,ukb-b-13251,UK Biobank,2969
ebi-a-GCST90002295,SAS (Pan-UK Biobank),ukb-b-13251,UK Biobank,8149
ebi-a-GCST90002379,UK Biobank,ukb-b-13251,UK Biobank,408112
ebi-a-GCST90018946,UKBB + BBJ meta-analysis,ukb-b-13251,UK Biobank,441764
ukb-e-30160_AFR,AFR (Pan-UK Biobank),ukb-b-13251,UK Biobank,6262
bbj-a-1,Biobank Japan,ukb-b-13251,UK Biobank,158284
ebi-a-GCST008025,Majority Hispanic mega-analysis (Wojcik),ukb-b-13251,UK Biobank,49335
finngen_R10_BMI_IRN,FinnGen (Release 10),ukb-b-13251,UK Biobank,290820
ukb-b-19953,UK Biobank,ukb-b-13251,UK Biobank,461460
ukb-b-2303,UK Biobank,ukb-b-13251,UK Biobank,454884
ukb-e-23104_CSA,SAS (Pan-UK Biobank),ukb-b-13251,UK Biobank,8658
ebi-a-GCST006979,UK Biobank,ukb-b-13251,UK Biobank,426824
GCST006433,UK Biobank,ukb-b-13251,UK Biobank,394929
GCST90278621,Taiwan Biobank,ukb-b-13251,UK Biobank,92615
