exposure_id,outcome_id,is.bestmatch,match.type,ETOS
ebi-a-GCST90002366,finngen_R10_T2D,FALSE,Continental Mismatch,RBC count-Type 2 diabetes and finngen_R10_T2D
ebi-a-GCST90002377,finngen_R10_T2D,FALSE,Continental Mismatch,WBC count-Type 2 diabetes and finngen_R10_T2D
ebi-a-GCST90002379,finngen_R10_T2D,TRUE,Continental Match,Basophil counts-Type 2 diabetes and finngen_R10_T2D
ebi-a-GCST90002381,finngen_R10_T2D,TRUE,Continental Match,Eosinophil count-Type 2 diabetes and finngen_R10_T2D
ebi-a-GCST90002390,finngen_R10_T2D,TRUE,Continental Match,Mean corpuscular hemoglobin-Type 2 diabetes and finngen_R10_T2D
ebi-a-GCST90002391,finngen_R10_T2D,TRUE,Continental Match,Mean corpuscular hemoglobin concentration-Type 2 diabetes and finngen_R10_T2D
ebi-a-GCST90002407,finngen_R10_T2D,TRUE,Continental Match,WBC count-Type 2 diabetes and finngen_R10_T2D
ebi-a-GCST90013998,finngen_R10_T2D,TRUE,Continental Match,Urea-Type 2 diabetes and finngen_R10_T2D
ebi-a-GCST90014015,finngen_R10_T2D,TRUE,Continental Match,Urate-Type 2 diabetes and finngen_R10_T2D
ebi-a-GCST90018728,finngen_R10_T2D,FALSE,Continental Mismatch,Urea-Type 2 diabetes and finngen_R10_T2D
ebi-a-GCST90018729,finngen_R10_T2D,FALSE,Continental Mismatch,Weight-Type 2 diabetes and finngen_R10_T2D
ebi-a-GCST90018730,finngen_R10_T2D,FALSE,Continental Mismatch,C-reactive protein-Type 2 diabetes and finngen_R10_T2D
ebi-a-GCST90018733,finngen_R10_T2D,FALSE,Continental Mismatch,Eosinophil count-Type 2 diabetes and finngen_R10_T2D
ebi-a-GCST90018736,finngen_R10_T2D,FALSE,Continental Mismatch,HDL cholesterol-Type 2 diabetes and finngen_R10_T2D
ebi-a-GCST90018738,finngen_R10_T2D,FALSE,Continental Mismatch,Hemoglobin A1c-Type 2 diabetes and finngen_R10_T2D
ebi-a-GCST90018744,finngen_R10_T2D,FALSE,Continental Mismatch,Mean corpuscular hemoglobin-Type 2 diabetes and finngen_R10_T2D
ebi-a-GCST90018745,finngen_R10_T2D,FALSE,Continental Mismatch,Mean corpuscular hemoglobin concentration-Type 2 diabetes and finngen_R10_T2D
ebi-a-GCST90018755,finngen_R10_T2D,FALSE,Continental Mismatch,Triglycerides-Type 2 diabetes and finngen_R10_T2D
ebi-a-GCST90103753,finngen_R10_T2D,FALSE,Continental Mismatch,Waist circumference-Type 2 diabetes and finngen_R10_T2D
finngen_R10_BMI_IRN,finngen_R10_T2D,TRUE,Exact Match,Body Mass Index-Type 2 diabetes and finngen_R10_T2D
finngen_R10_HEIGHT_IRN,finngen_R10_T2D,TRUE,Exact Match,Height-Type 2 diabetes and finngen_R10_T2D
GCST006433,finngen_R10_T2D,FALSE,Continental Match,Bone mineral density-Type 2 diabetes and finngen_R10_T2D
GCST009777,finngen_R10_T2D,TRUE,Continental Match,C-reactive protein-Type 2 diabetes and finngen_R10_T2D
GCST90278621,finngen_R10_T2D,FALSE,Continental Mismatch,Bone mineral density-Type 2 diabetes and finngen_R10_T2D
GCST90278623,finngen_R10_T2D,FALSE,Continental Mismatch,Urea-Type 2 diabetes and finngen_R10_T2D
GCST90278632,finngen_R10_T2D,FALSE,Continental Mismatch,Hemoglobin A1c-Type 2 diabetes and finngen_R10_T2D
GCST90278633,finngen_R10_T2D,FALSE,Continental Mismatch,Hip circumference-Type 2 diabetes and finngen_R10_T2D
GCST90278635,finngen_R10_T2D,FALSE,Continental Mismatch,HDL cholesterol-Type 2 diabetes and finngen_R10_T2D
GCST90278637,finngen_R10_T2D,FALSE,Continental Mismatch,Height-Type 2 diabetes and finngen_R10_T2D
GCST90278642,finngen_R10_T2D,FALSE,Continental Mismatch,Systolic Blood Pressure-Type 2 diabetes and finngen_R10_T2D
GCST90278646,finngen_R10_T2D,FALSE,Continental Mismatch,Urate-Type 2 diabetes and finngen_R10_T2D
GCST90278648,finngen_R10_T2D,FALSE,Continental Mismatch,Waist circumference-Type 2 diabetes and finngen_R10_T2D
GCST90278649,finngen_R10_T2D,FALSE,Continental Mismatch,Waist-hip ratio-Type 2 diabetes and finngen_R10_T2D
GCST90278650,finngen_R10_T2D,FALSE,Continental Mismatch,Weight-Type 2 diabetes and finngen_R10_T2D
GCST90296613,finngen_R10_T2D,FALSE,Continental Mismatch,Weight-Type 2 diabetes and finngen_R10_T2D
ieu-a-1055,finngen_R10_T2D,FALSE,Continental Match,Urate-Type 2 diabetes and finngen_R10_T2D
ieu-a-79,finngen_R10_T2D,TRUE,Continental Match,Waist-hip ratio-Type 2 diabetes and finngen_R10_T2D
ieu-b-109,finngen_R10_T2D,TRUE,Continental Match,HDL cholesterol-Type 2 diabetes and finngen_R10_T2D
ieu-b-110,finngen_R10_T2D,TRUE,Continental Match,LDL cholesterol-Type 2 diabetes and finngen_R10_T2D
ieu-b-111,finngen_R10_T2D,TRUE,Continental Match,Triglycerides-Type 2 diabetes and finngen_R10_T2D
ukb-b-10787,finngen_R10_T2D,FALSE,Continental Match,Height-Type 2 diabetes and finngen_R10_T2D
ukb-b-11842,finngen_R10_T2D,TRUE,Continental Match,Weight-Type 2 diabetes and finngen_R10_T2D
ukb-b-15590,finngen_R10_T2D,TRUE,Continental Match,Hip circumference-Type 2 diabetes and finngen_R10_T2D
ukb-b-19953,finngen_R10_T2D,FALSE,Continental Match,Body Mass Index-Type 2 diabetes and finngen_R10_T2D
ukb-b-20175,finngen_R10_T2D,TRUE,Continental Match,Systolic Blood Pressure-Type 2 diabetes and finngen_R10_T2D
ukb-b-2303,finngen_R10_T2D,FALSE,Continental Match,Body Mass Index-Type 2 diabetes and finngen_R10_T2D
ukb-b-9405,finngen_R10_T2D,TRUE,Continental Match,Waist circumference-Type 2 diabetes and finngen_R10_T2D
ukb-d-30010_irnt,finngen_R10_T2D,TRUE,Continental Match,RBC count-Type 2 diabetes and finngen_R10_T2D
ukb-d-30080_irnt,finngen_R10_T2D,TRUE,Continental Match,Platelet count-Type 2 diabetes and finngen_R10_T2D
ukb-d-30120_irnt,finngen_R10_T2D,TRUE,Continental Match,Lymphocyte count-Type 2 diabetes and finngen_R10_T2D
ukb-d-30130_irnt,finngen_R10_T2D,TRUE,Continental Match,Monocyte count-Type 2 diabetes and finngen_R10_T2D
ukb-d-30140_irnt,finngen_R10_T2D,TRUE,Continental Match,Neutrophil count-Type 2 diabetes and finngen_R10_T2D
ukb-e-30000_AFR,finngen_R10_T2D,FALSE,Continental Mismatch,WBC count-Type 2 diabetes and finngen_R10_T2D
ukb-e-30010_AFR,finngen_R10_T2D,FALSE,Continental Mismatch,RBC count-Type 2 diabetes and finngen_R10_T2D
ukb-e-30080_AFR,finngen_R10_T2D,FALSE,Continental Mismatch,Platelet count-Type 2 diabetes and finngen_R10_T2D
ukb-e-30120_AFR,finngen_R10_T2D,FALSE,Continental Mismatch,Lymphocyte count-Type 2 diabetes and finngen_R10_T2D
ukb-e-30130_AFR,finngen_R10_T2D,FALSE,Continental Mismatch,Monocyte count-Type 2 diabetes and finngen_R10_T2D
ukb-e-30140_AFR,finngen_R10_T2D,FALSE,Continental Mismatch,Neutrophil count-Type 2 diabetes and finngen_R10_T2D
ukb-e-30150_AFR,finngen_R10_T2D,FALSE,Continental Mismatch,Eosinophil count-Type 2 diabetes and finngen_R10_T2D
ukb-e-30160_AFR,finngen_R10_T2D,FALSE,Continental Mismatch,Basophil counts-Type 2 diabetes and finngen_R10_T2D
bbj-a-1,GCST90018564,TRUE,Exact Match,Body Mass Index-Atopic Dermatitis and GCST90018564
bbj-a-12,GCST90018564,TRUE,Exact Match,Basophil counts-Atopic Dermatitis and GCST90018564
bbj-a-31,GCST90018564,TRUE,Exact Match,LDL cholesterol-Atopic Dermatitis and GCST90018564
bbj-a-36,GCST90018564,TRUE,Exact Match,Lymphocyte count-Atopic Dermatitis and GCST90018564
bbj-a-41,GCST90018564,TRUE,Exact Match,Monocyte count-Atopic Dermatitis and GCST90018564
bbj-a-44,GCST90018564,TRUE,Exact Match,Neutrophil count-Atopic Dermatitis and GCST90018564
bbj-a-49,GCST90018564,TRUE,Exact Match,Platelet count-Atopic Dermatitis and GCST90018564
bbj-a-50,GCST90018564,TRUE,Exact Match,RBC count-Atopic Dermatitis and GCST90018564
bbj-a-52,GCST90018564,TRUE,Exact Match,Systolic Blood Pressure-Atopic Dermatitis and GCST90018564
bbj-a-57,GCST90018564,TRUE,Exact Match,Urate-Atopic Dermatitis and GCST90018564
bbj-a-58,GCST90018564,TRUE,Exact Match,WBC count-Atopic Dermatitis and GCST90018564
bbj-a-70,GCST90018564,TRUE,Exact Match,Height-Atopic Dermatitis and GCST90018564
ebi-a-GCST006979,GCST90018564,FALSE,Continental Mismatch,Bone mineral density-Atopic Dermatitis and GCST90018564
ebi-a-GCST008025,GCST90018564,FALSE,Continental Mismatch,Body Mass Index-Atopic Dermatitis and GCST90018564
ebi-a-GCST008035,GCST90018564,FALSE,Continental Mismatch,HDL cholesterol-Atopic Dermatitis and GCST90018564
ebi-a-GCST008037,GCST90018564,FALSE,Continental Mismatch,LDL cholesterol-Atopic Dermatitis and GCST90018564
ebi-a-GCST008038,GCST90018564,FALSE,Continental Mismatch,Mean corpuscular hemoglobin concentration-Atopic Dermatitis and GCST90018564
ebi-a-GCST008039,GCST90018564,FALSE,Continental Mismatch,Platelet count-Atopic Dermatitis and GCST90018564
ebi-a-GCST008052,GCST90018564,FALSE,Continental Mismatch,Waist-hip ratio-Atopic Dermatitis and GCST90018564
ebi-a-GCST008053,GCST90018564,FALSE,Continental Mismatch,Height-Atopic Dermatitis and GCST90018564
ebi-a-GCST90000618,GCST90018564,FALSE,Continental Mismatch,Vitamin D-Atopic Dermatitis and GCST90018564
ebi-a-GCST90002295,GCST90018564,FALSE,Continental Mismatch,Basophil counts-Atopic Dermatitis and GCST90018564
ebi-a-GCST90002301,GCST90018564,FALSE,Continental Mismatch,Eosinophil count-Atopic Dermatitis and GCST90018564
ebi-a-GCST90002319,GCST90018564,FALSE,Continental Mismatch,Lymphocyte count-Atopic Dermatitis and GCST90018564
ebi-a-GCST90002325,GCST90018564,FALSE,Continental Mismatch,Mean corpuscular hemoglobin-Atopic Dermatitis and GCST90018564
ebi-a-GCST90002331,GCST90018564,FALSE,Continental Mismatch,Mean corpuscular hemoglobin concentration-Atopic Dermatitis and GCST90018564
ebi-a-GCST90002343,GCST90018564,FALSE,Continental Mismatch,Monocyte count-Atopic Dermatitis and GCST90018564
ebi-a-GCST90002354,GCST90018564,FALSE,Continental Mismatch,Neutrophil count-Atopic Dermatitis and GCST90018564
ebi-a-GCST90002360,GCST90018564,FALSE,Continental Mismatch,Platelet count-Atopic Dermatitis and GCST90018564
ebi-a-GCST90002366,GCST90018564,FALSE,Continental Mismatch,RBC count-Atopic Dermatitis and GCST90018564
ebi-a-GCST90002377,GCST90018564,FALSE,Continental Mismatch,WBC count-Atopic Dermatitis and GCST90018564
ebi-a-GCST90002379,GCST90018564,FALSE,Continental Mismatch,Basophil counts-Atopic Dermatitis and GCST90018564
ebi-a-GCST90002381,GCST90018564,FALSE,Continental Mismatch,Eosinophil count-Atopic Dermatitis and GCST90018564
ebi-a-GCST90002390,GCST90018564,FALSE,Continental Mismatch,Mean corpuscular hemoglobin-Atopic Dermatitis and GCST90018564
ebi-a-GCST90002391,GCST90018564,FALSE,Continental Mismatch,Mean corpuscular hemoglobin concentration-Atopic Dermatitis and GCST90018564
ebi-a-GCST90002407,GCST90018564,FALSE,Continental Mismatch,WBC count-Atopic Dermatitis and GCST90018564
ebi-a-GCST90013998,GCST90018564,FALSE,Continental Mismatch,Urea-Atopic Dermatitis and GCST90018564
ebi-a-GCST90014015,GCST90018564,FALSE,Continental Mismatch,Urate-Atopic Dermatitis and GCST90018564
ebi-a-GCST90018728,GCST90018564,TRUE,Exact Match,Urea-Atopic Dermatitis and GCST90018564
ebi-a-GCST90018729,GCST90018564,TRUE,Exact Match,Weight-Atopic Dermatitis and GCST90018564
ebi-a-GCST90018730,GCST90018564,TRUE,Exact Match,C-reactive protein-Atopic Dermatitis and GCST90018564
ebi-a-GCST90018733,GCST90018564,TRUE,Exact Match,Eosinophil count-Atopic Dermatitis and GCST90018564
ebi-a-GCST90018736,GCST90018564,TRUE,Exact Match,HDL cholesterol-Atopic Dermatitis and GCST90018564
ebi-a-GCST90018738,GCST90018564,TRUE,Exact Match,Hemoglobin A1c-Atopic Dermatitis and GCST90018564
ebi-a-GCST90018744,GCST90018564,TRUE,Exact Match,Mean corpuscular hemoglobin-Atopic Dermatitis and GCST90018564
ebi-a-GCST90018745,GCST90018564,TRUE,Exact Match,Mean corpuscular hemoglobin concentration-Atopic Dermatitis and GCST90018564
ebi-a-GCST90018755,GCST90018564,TRUE,Exact Match,Triglycerides-Atopic Dermatitis and GCST90018564
ebi-a-GCST90103753,GCST90018564,FALSE,Continental Match,Waist circumference-Atopic Dermatitis and GCST90018564
finngen_R10_BMI_IRN,GCST90018564,FALSE,Continental Mismatch,Body Mass Index-Atopic Dermatitis and GCST90018564
finngen_R10_HEIGHT_IRN,GCST90018564,FALSE,Continental Mismatch,Height-Atopic Dermatitis and GCST90018564
GCST006433,GCST90018564,FALSE,Continental Mismatch,Bone mineral density-Atopic Dermatitis and GCST90018564
GCST009777,GCST90018564,FALSE,Continental Mismatch,C-reactive protein-Atopic Dermatitis and GCST90018564
GCST90278621,GCST90018564,TRUE,Continental Match,Bone mineral density-Atopic Dermatitis and GCST90018564
GCST90278623,GCST90018564,FALSE,Continental Match,Urea-Atopic Dermatitis and GCST90018564
GCST90278632,GCST90018564,FALSE,Continental Match,Hemoglobin A1c-Atopic Dermatitis and GCST90018564
GCST90278633,GCST90018564,TRUE,Continental Match,Hip circumference-Atopic Dermatitis and GCST90018564
GCST90278635,GCST90018564,FALSE,Continental Match,HDL cholesterol-Atopic Dermatitis and GCST90018564
GCST90278637,GCST90018564,FALSE,Continental Match,Height-Atopic Dermatitis and GCST90018564
GCST90278642,GCST90018564,FALSE,Continental Match,Systolic Blood Pressure-Atopic Dermatitis and GCST90018564
GCST90278646,GCST90018564,FALSE,Continental Match,Urate-Atopic Dermatitis and GCST90018564
GCST90278648,GCST90018564,TRUE,Continental Match,Waist circumference-Atopic Dermatitis and GCST90018564
GCST90278649,GCST90018564,TRUE,Continental Match,Waist-hip ratio-Atopic Dermatitis and GCST90018564
GCST90278650,GCST90018564,FALSE,Continental Match,Weight-Atopic Dermatitis and GCST90018564
GCST90296613,GCST90018564,FALSE,Continental Mismatch,Weight-Atopic Dermatitis and GCST90018564
ieu-a-1055,GCST90018564,FALSE,Continental Mismatch,Urate-Atopic Dermatitis and GCST90018564
ieu-a-79,GCST90018564,FALSE,Continental Mismatch,Waist-hip ratio-Atopic Dermatitis and GCST90018564
ieu-b-109,GCST90018564,FALSE,Continental Mismatch,HDL cholesterol-Atopic Dermatitis and GCST90018564
ieu-b-110,GCST90018564,FALSE,Continental Mismatch,LDL cholesterol-Atopic Dermatitis and GCST90018564
ieu-b-111,GCST90018564,FALSE,Continental Mismatch,Triglycerides-Atopic Dermatitis and GCST90018564
ukb-b-10787,GCST90018564,FALSE,Continental Mismatch,Height-Atopic Dermatitis and GCST90018564
ukb-b-11842,GCST90018564,FALSE,Continental Mismatch,Weight-Atopic Dermatitis and GCST90018564
ukb-b-15590,GCST90018564,FALSE,Continental Mismatch,Hip circumference-Atopic Dermatitis and GCST90018564
ukb-b-19953,GCST90018564,FALSE,Continental Mismatch,Body Mass Index-Atopic Dermatitis and GCST90018564
ukb-b-20175,GCST90018564,FALSE,Continental Mismatch,Systolic Blood Pressure-Atopic Dermatitis and GCST90018564
ukb-b-2303,GCST90018564,FALSE,Continental Mismatch,Body Mass Index-Atopic Dermatitis and GCST90018564
ukb-b-9405,GCST90018564,FALSE,Continental Mismatch,Waist circumference-Atopic Dermatitis and GCST90018564
ukb-d-30010_irnt,GCST90018564,FALSE,Continental Mismatch,RBC count-Atopic Dermatitis and GCST90018564
ukb-d-30080_irnt,GCST90018564,FALSE,Continental Mismatch,Platelet count-Atopic Dermatitis and GCST90018564
ukb-d-30120_irnt,GCST90018564,FALSE,Continental Mismatch,Lymphocyte count-Atopic Dermatitis and GCST90018564
ukb-d-30130_irnt,GCST90018564,FALSE,Continental Mismatch,Monocyte count-Atopic Dermatitis and GCST90018564
ukb-d-30140_irnt,GCST90018564,FALSE,Continental Mismatch,Neutrophil count-Atopic Dermatitis and GCST90018564
ukb-e-30000_AFR,GCST90018564,FALSE,Continental Mismatch,WBC count-Atopic Dermatitis and GCST90018564
ukb-e-30010_AFR,GCST90018564,FALSE,Continental Mismatch,RBC count-Atopic Dermatitis and GCST90018564
ukb-e-30080_AFR,GCST90018564,FALSE,Continental Mismatch,Platelet count-Atopic Dermatitis and GCST90018564
ukb-e-30120_AFR,GCST90018564,FALSE,Continental Mismatch,Lymphocyte count-Atopic Dermatitis and GCST90018564
ukb-e-30130_AFR,GCST90018564,FALSE,Continental Mismatch,Monocyte count-Atopic Dermatitis and GCST90018564
ukb-e-30140_AFR,GCST90018564,FALSE,Continental Mismatch,Neutrophil count-Atopic Dermatitis and GCST90018564
ukb-e-30150_AFR,GCST90018564,FALSE,Continental Mismatch,Eosinophil count-Atopic Dermatitis and GCST90018564
ukb-e-30160_AFR,GCST90018564,FALSE,Continental Mismatch,Basophil counts-Atopic Dermatitis and GCST90018564
bbj-a-1,GCST90018576,TRUE,Exact Match,Body Mass Index-Atrial Fibrillation and GCST90018576
bbj-a-12,GCST90018576,TRUE,Exact Match,Basophil counts-Atrial Fibrillation and GCST90018576
bbj-a-31,GCST90018576,TRUE,Exact Match,LDL cholesterol-Atrial Fibrillation and GCST90018576
bbj-a-36,GCST90018576,TRUE,Exact Match,Lymphocyte count-Atrial Fibrillation and GCST90018576
bbj-a-41,GCST90018576,TRUE,Exact Match,Monocyte count-Atrial Fibrillation and GCST90018576
bbj-a-44,GCST90018576,TRUE,Exact Match,Neutrophil count-Atrial Fibrillation and GCST90018576
bbj-a-49,GCST90018576,TRUE,Exact Match,Platelet count-Atrial Fibrillation and GCST90018576
bbj-a-50,GCST90018576,TRUE,Exact Match,RBC count-Atrial Fibrillation and GCST90018576
bbj-a-52,GCST90018576,TRUE,Exact Match,Systolic Blood Pressure-Atrial Fibrillation and GCST90018576
bbj-a-57,GCST90018576,TRUE,Exact Match,Urate-Atrial Fibrillation and GCST90018576
bbj-a-58,GCST90018576,TRUE,Exact Match,WBC count-Atrial Fibrillation and GCST90018576
bbj-a-70,GCST90018576,TRUE,Exact Match,Height-Atrial Fibrillation and GCST90018576
ebi-a-GCST006979,GCST90018576,FALSE,Continental Mismatch,Bone mineral density-Atrial Fibrillation and GCST90018576
ebi-a-GCST008025,GCST90018576,FALSE,Continental Mismatch,Body Mass Index-Atrial Fibrillation and GCST90018576
ebi-a-GCST008035,GCST90018576,FALSE,Continental Mismatch,HDL cholesterol-Atrial Fibrillation and GCST90018576
ebi-a-GCST008037,GCST90018576,FALSE,Continental Mismatch,LDL cholesterol-Atrial Fibrillation and GCST90018576
ebi-a-GCST008038,GCST90018576,FALSE,Continental Mismatch,Mean corpuscular hemoglobin concentration-Atrial Fibrillation and GCST90018576
ebi-a-GCST008039,GCST90018576,FALSE,Continental Mismatch,Platelet count-Atrial Fibrillation and GCST90018576
ebi-a-GCST008052,GCST90018576,FALSE,Continental Mismatch,Waist-hip ratio-Atrial Fibrillation and GCST90018576
ebi-a-GCST008053,GCST90018576,FALSE,Continental Mismatch,Height-Atrial Fibrillation and GCST90018576
ebi-a-GCST90000618,GCST90018576,FALSE,Continental Mismatch,Vitamin D-Atrial Fibrillation and GCST90018576
ebi-a-GCST90002295,GCST90018576,FALSE,Continental Mismatch,Basophil counts-Atrial Fibrillation and GCST90018576
ebi-a-GCST90002301,GCST90018576,FALSE,Continental Mismatch,Eosinophil count-Atrial Fibrillation and GCST90018576
ebi-a-GCST90002319,GCST90018576,FALSE,Continental Mismatch,Lymphocyte count-Atrial Fibrillation and GCST90018576
ebi-a-GCST90002325,GCST90018576,FALSE,Continental Mismatch,Mean corpuscular hemoglobin-Atrial Fibrillation and GCST90018576
ebi-a-GCST90002331,GCST90018576,FALSE,Continental Mismatch,Mean corpuscular hemoglobin concentration-Atrial Fibrillation and GCST90018576
ebi-a-GCST90002343,GCST90018576,FALSE,Continental Mismatch,Monocyte count-Atrial Fibrillation and GCST90018576
ebi-a-GCST90002354,GCST90018576,FALSE,Continental Mismatch,Neutrophil count-Atrial Fibrillation and GCST90018576
ebi-a-GCST90002360,GCST90018576,FALSE,Continental Mismatch,Platelet count-Atrial Fibrillation and GCST90018576
ebi-a-GCST90002366,GCST90018576,FALSE,Continental Mismatch,RBC count-Atrial Fibrillation and GCST90018576
ebi-a-GCST90002377,GCST90018576,FALSE,Continental Mismatch,WBC count-Atrial Fibrillation and GCST90018576
ebi-a-GCST90002379,GCST90018576,FALSE,Continental Mismatch,Basophil counts-Atrial Fibrillation and GCST90018576
ebi-a-GCST90002381,GCST90018576,FALSE,Continental Mismatch,Eosinophil count-Atrial Fibrillation and GCST90018576
ebi-a-GCST90002390,GCST90018576,FALSE,Continental Mismatch,Mean corpuscular hemoglobin-Atrial Fibrillation and GCST90018576
ebi-a-GCST90002391,GCST90018576,FALSE,Continental Mismatch,Mean corpuscular hemoglobin concentration-Atrial Fibrillation and GCST90018576
ebi-a-GCST90002407,GCST90018576,FALSE,Continental Mismatch,WBC count-Atrial Fibrillation and GCST90018576
ebi-a-GCST90013998,GCST90018576,FALSE,Continental Mismatch,Urea-Atrial Fibrillation and GCST90018576
ebi-a-GCST90014015,GCST90018576,FALSE,Continental Mismatch,Urate-Atrial Fibrillation and GCST90018576
ebi-a-GCST90018728,GCST90018576,TRUE,Exact Match,Urea-Atrial Fibrillation and GCST90018576
ebi-a-GCST90018729,GCST90018576,TRUE,Exact Match,Weight-Atrial Fibrillation and GCST90018576
ebi-a-GCST90018730,GCST90018576,TRUE,Exact Match,C-reactive protein-Atrial Fibrillation and GCST90018576
ebi-a-GCST90018733,GCST90018576,TRUE,Exact Match,Eosinophil count-Atrial Fibrillation and GCST90018576
ebi-a-GCST90018736,GCST90018576,TRUE,Exact Match,HDL cholesterol-Atrial Fibrillation and GCST90018576
ebi-a-GCST90018738,GCST90018576,TRUE,Exact Match,Hemoglobin A1c-Atrial Fibrillation and GCST90018576
ebi-a-GCST90018744,GCST90018576,TRUE,Exact Match,Mean corpuscular hemoglobin-Atrial Fibrillation and GCST90018576
ebi-a-GCST90018745,GCST90018576,TRUE,Exact Match,Mean corpuscular hemoglobin concentration-Atrial Fibrillation and GCST90018576
ebi-a-GCST90018755,GCST90018576,TRUE,Exact Match,Triglycerides-Atrial Fibrillation and GCST90018576
ebi-a-GCST90103753,GCST90018576,FALSE,Continental Match,Waist circumference-Atrial Fibrillation and GCST90018576
finngen_R10_BMI_IRN,GCST90018576,FALSE,Continental Mismatch,Body Mass Index-Atrial Fibrillation and GCST90018576
finngen_R10_HEIGHT_IRN,GCST90018576,FALSE,Continental Mismatch,Height-Atrial Fibrillation and GCST90018576
GCST006433,GCST90018576,FALSE,Continental Mismatch,Bone mineral density-Atrial Fibrillation and GCST90018576
GCST009777,GCST90018576,FALSE,Continental Mismatch,C-reactive protein-Atrial Fibrillation and GCST90018576
GCST90278621,GCST90018576,TRUE,Continental Match,Bone mineral density-Atrial Fibrillation and GCST90018576
GCST90278623,GCST90018576,FALSE,Continental Match,Urea-Atrial Fibrillation and GCST90018576
GCST90278632,GCST90018576,FALSE,Continental Match,Hemoglobin A1c-Atrial Fibrillation and GCST90018576
GCST90278633,GCST90018576,TRUE,Continental Match,Hip circumference-Atrial Fibrillation and GCST90018576
GCST90278635,GCST90018576,FALSE,Continental Match,HDL cholesterol-Atrial Fibrillation and GCST90018576
GCST90278637,GCST90018576,FALSE,Continental Match,Height-Atrial Fibrillation and GCST90018576
GCST90278642,GCST90018576,FALSE,Continental Match,Systolic Blood Pressure-Atrial Fibrillation and GCST90018576
GCST90278646,GCST90018576,FALSE,Continental Match,Urate-Atrial Fibrillation and GCST90018576
GCST90278648,GCST90018576,TRUE,Continental Match,Waist circumference-Atrial Fibrillation and GCST90018576
GCST90278649,GCST90018576,TRUE,Continental Match,Waist-hip ratio-Atrial Fibrillation and GCST90018576
GCST90278650,GCST90018576,FALSE,Continental Match,Weight-Atrial Fibrillation and GCST90018576
GCST90296613,GCST90018576,FALSE,Continental Mismatch,Weight-Atrial Fibrillation and GCST90018576
ieu-a-1055,GCST90018576,FALSE,Continental Mismatch,Urate-Atrial Fibrillation and GCST90018576
ieu-a-79,GCST90018576,FALSE,Continental Mismatch,Waist-hip ratio-Atrial Fibrillation and GCST90018576
ieu-b-109,GCST90018576,FALSE,Continental Mismatch,HDL cholesterol-Atrial Fibrillation and GCST90018576
ieu-b-110,GCST90018576,FALSE,Continental Mismatch,LDL cholesterol-Atrial Fibrillation and GCST90018576
ieu-b-111,GCST90018576,FALSE,Continental Mismatch,Triglycerides-Atrial Fibrillation and GCST90018576
ukb-b-10787,GCST90018576,FALSE,Continental Mismatch,Height-Atrial Fibrillation and GCST90018576
ukb-b-11842,GCST90018576,FALSE,Continental Mismatch,Weight-Atrial Fibrillation and GCST90018576
ukb-b-15590,GCST90018576,FALSE,Continental Mismatch,Hip circumference-Atrial Fibrillation and GCST90018576
ukb-b-19953,GCST90018576,FALSE,Continental Mismatch,Body Mass Index-Atrial Fibrillation and GCST90018576
ukb-b-20175,GCST90018576,FALSE,Continental Mismatch,Systolic Blood Pressure-Atrial Fibrillation and GCST90018576
ukb-b-2303,GCST90018576,FALSE,Continental Mismatch,Body Mass Index-Atrial Fibrillation and GCST90018576
ukb-b-9405,GCST90018576,FALSE,Continental Mismatch,Waist circumference-Atrial Fibrillation and GCST90018576
ukb-d-30010_irnt,GCST90018576,FALSE,Continental Mismatch,RBC count-Atrial Fibrillation and GCST90018576
ukb-d-30080_irnt,GCST90018576,FALSE,Continental Mismatch,Platelet count-Atrial Fibrillation and GCST90018576
ukb-d-30120_irnt,GCST90018576,FALSE,Continental Mismatch,Lymphocyte count-Atrial Fibrillation and GCST90018576
ukb-d-30130_irnt,GCST90018576,FALSE,Continental Mismatch,Monocyte count-Atrial Fibrillation and GCST90018576
ukb-d-30140_irnt,GCST90018576,FALSE,Continental Mismatch,Neutrophil count-Atrial Fibrillation and GCST90018576
ukb-e-30000_AFR,GCST90018576,FALSE,Continental Mismatch,WBC count-Atrial Fibrillation and GCST90018576
ukb-e-30010_AFR,GCST90018576,FALSE,Continental Mismatch,RBC count-Atrial Fibrillation and GCST90018576
ukb-e-30080_AFR,GCST90018576,FALSE,Continental Mismatch,Platelet count-Atrial Fibrillation and GCST90018576
ukb-e-30120_AFR,GCST90018576,FALSE,Continental Mismatch,Lymphocyte count-Atrial Fibrillation and GCST90018576
ukb-e-30130_AFR,GCST90018576,FALSE,Continental Mismatch,Monocyte count-Atrial Fibrillation and GCST90018576
ukb-e-30140_AFR,GCST90018576,FALSE,Continental Mismatch,Neutrophil count-Atrial Fibrillation and GCST90018576
ukb-e-30150_AFR,GCST90018576,FALSE,Continental Mismatch,Eosinophil count-Atrial Fibrillation and GCST90018576
ukb-e-30160_AFR,GCST90018576,FALSE,Continental Mismatch,Basophil counts-Atrial Fibrillation and GCST90018576
bbj-a-1,GCST90018644,TRUE,Exact Match,Body Mass Index-Stroke and GCST90018644
bbj-a-12,GCST90018644,TRUE,Exact Match,Basophil counts-Stroke and GCST90018644
bbj-a-31,GCST90018644,TRUE,Exact Match,LDL cholesterol-Stroke and GCST90018644
